subject,total intracranial,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,csf,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
MAN-0,1563285.8,256740.98,284407.06,2727.236,245.327,18854.725,63366.047,6928.907,3930.582,5690.449,1634.398,570.955,1092.828,25779.52,4813.876,1675.415,221499.83,772.443,4504.676,259556.86,284848.22,2878.452,335.659,17865.457,62264.004,7426.913,4109.595,5715.37,1786.473,4264.589,1849.164,771.892,4377.933
MAN-1,1483596.2,236988.34,267583.7,3776.404,303.086,18072.098,66001.08,7775.39,4153.049,5690.674,1573.197,694.819,1142.73,27927.158,4802.418,2020.573,215676.69,731.141,5071.602,231008.42,265124.4,4820.559,292.413,17456.95,62308.41,8380.236,4657.216,5557.369,1833.16,4320.054,2179.395,824.943,4848.606
MAN-10,1394385.1,220421.33,254272.83,2882.234,261.189,15733.934,61613.594,7024.821,3729.372,5530.536,1440.402,602.176,1327.113,23473.537,3949.778,1814.052,202190.98,758.156,4363.629,218436.2,252651.3,3295.473,267.723,15233.672,63002.4,7870.056,3835.789,5524.067,1594.964,4227.676,1952.031,798.915,4305.166
MAN-11,1446990.5,235056.17,271964.97,2692.472,214.968,16034.884,60327.27,7320.873,3558.89,5503.914,1497.084,588.448,930.924,23909.0,3943.623,1699.178,206144.48,675.794,4284.19,229615.53,265809.97,2775.974,244.805,15618.351,57811.43,7471.629,3624.514,5411.884,1576.746,3723.95,1926.554,791.255,4240.782
MAN-12,1476445.6,240651.45,265571.8,3429.584,478.096,17716.914,61416.04,8122.629,4710.628,6018.796,1659.99,655.01,978.44,25768.537,4801.185,2127.786,213082.98,870.006,5445.878,235172.75,263266.28,3635.354,493.999,15951.423,60219.434,8789.953,4676.21,5965.222,1784.512,4519.558,2196.198,883.619,5385.382
MAN-13,1558006.5,267880.5,284124.06,2763.527,189.909,19640.316,63514.58,7848.934,3938.121,5596.233,1496.578,558.327,1198.232,24378.535,4235.145,1957.328,215525.89,753.686,4867.269,257445.95,276557.8,3357.898,342.376,17198.73,61110.05,8124.645,4072.254,5744.318,1767.267,4326.636,1966.123,792.983,4732.25
MAN-14,1438121.5,233324.89,250777.83,2955.499,216.807,18463.695,68695.95,7815.035,3764.703,5130.642,1509.252,591.436,1056.37,26517.701,4010.189,1781.631,198145.81,675.755,4888.523,233919.64,252339.44,3207.94,329.055,19352.047,69106.72,7736.171,3884.277,4847.573,1753.179,4021.232,1916.811,815.441,4570.229
MAN-15,1502139.8,243382.83,271021.88,3767.165,382.8,18213.982,65051.97,7873.983,3935.326,5433.22,1615.501,591.232,1075.224,26407.988,4321.023,1976.8,212751.6,696.294,4814.002,244753.48,270468.44,4428.134,406.344,17296.957,59743.543,8208.461,4092.088,5593.391,1779.128,4465.922,2086.749,745.714,4758.641
MAN-16,1473804.1,237109.52,266681.94,2622.343,294.62,19115.555,71402.67,7906.616,4015.207,5217.884,1510.634,612.136,968.111,24988.312,4316.412,1762.922,203761.97,751.371,4317.467,231919.22,267374.78,2628.274,319.682,16826.076,67209.82,7993.847,3510.305,5328.622,1652.278,4203.658,2144.946,789.78,4547.113
MAN-17,1429831.4,238021.47,268130.47,3814.557,321.96,16143.126,57272.945,7272.428,3546.314,4799.68,1529.821,499.992,1016.795,24219.715,3931.459,1729.617,193965.9,734.895,4240.39,232692.55,263953.53,2934.862,290.721,15657.874,54610.758,7962.248,3615.713,5168.143,1551.244,3571.198,1771.67,724.625,4134.738
