subject,total intracranial,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,csf,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
MAN-0,1497941.5,231895.02,265456.44,20965.096,418.7,15015.157,58358.88,6533.221,3274.979,5393.581,1331.014,1539.365,1393.69,22626.58,4087.696,1711.325,222916.64,580.168,4008.148,238479.19,269761.8,22301.61,401.203,14360.069,57878.74,6778.304,3679.1,5048.307,1391.568,3732.581,2020.547,537.526,4065.184
MAN-1,1532583.2,240491.48,269520.78,17904.115,302.009,17711.092,63369.414,6399.447,3541.756,4891.777,1306.002,1962.73,2464.763,23336.146,4033.363,1520.712,238062.83,571.38,4001.094,238523.84,268835.12,18800.08,421.343,16203.854,60420.14,6725.414,4061.516,4951.106,1513.834,4132.83,1974.828,632.639,3995.704
MAN-10,1538182.5,227713.64,268024.28,18811.924,393.717,17295.496,67124.42,6744.16,3844.524,5437.882,1552.475,1732.097,1663.376,23144.457,4016.935,1774.474,249491.39,655.388,4576.677,231473.81,276693.66,18105.191,325.693,15585.62,61571.516,7078.342,4407.482,5922.003,1804.229,4233.074,1939.345,679.756,4365.402
MAN-11,1440662.6,215341.36,249783.66,21667.498,452.851,17303.537,63030.61,6815.06,3098.83,4945.586,1282.555,1500.963,1558.316,26576.688,3928.417,1559.866,215800.89,627.148,4434.942,219947.42,253615.47,19413.596,508.073,17763.57,60804.965,7306.059,3864.433,5089.078,1607.818,4165.496,1801.211,611.628,4455.044
MAN-12,1543756.6,244757.5,271892.2,25255.035,706.688,16457.746,60008.996,6864.452,3273.96,5501.076,1545.951,1850.053,1931.412,25490.25,4197.98,1799.992,219884.7,582.994,4197.209,244410.1,274658.56,19256.936,512.089,17606.52,61766.97,7423.243,3858.026,5473.163,1595.986,4154.483,2045.649,580.802,4215.869
MAN-13,1536187.2,229470.08,274813.94,27594.793,454.55,15484.306,56987.793,6536.992,3349.849,4860.247,1292.179,1418.363,1261.073,25211.674,3610.696,1702.969,245578.22,579.373,3806.236,231225.58,274477.28,21228.623,521.197,15415.351,60419.95,6502.774,3982.526,5166.832,1555.742,4713.439,2133.076,622.881,4208.672
MAN-14,1570618.6,248602.81,275840.38,18451.842,411.481,17392.654,60055.55,7001.172,3839.463,5388.456,1463.623,1534.923,1429.961,25961.805,3936.26,1664.545,236893.86,691.964,4594.986,249848.69,274354.28,19286.758,312.117,16827.5,64824.13,7518.03,4091.159,5847.562,1806.065,3775.306,1830.516,649.104,4491.709
MAN-15,1720536.5,264131.34,296867.44,22605.8,383.997,16643.006,61093.188,6866.916,3331.436,5478.236,1425.734,2414.762,1140.429,23212.137,4162.478,1815.78,298840.12,702.049,4542.343,269510.16,310335.3,16037.669,574.294,17488.262,59913.246,7821.468,4254.51,5689.842,1531.05,4451.481,1911.969,641.68,4718.337
MAN-16,1477049.8,219696.34,256669.34,21397.758,547.873,16708.887,62740.836,6449.352,3160.009,5523.194,1485.308,1879.462,1761.178,26770.357,4067.259,1755.142,232214.5,617.042,4476.842,223980.38,257677.5,17104.16,540.873,16533.664,64464.92,6968.418,3449.059,5606.944,1620.893,4269.748,1798.082,562.88,4551.591
MAN-17,1644085.0,256875.77,284641.28,20000.56,395.847,19706.707,61075.97,7431.906,3268.085,5487.124,1581.882,1968.816,1741.654,26212.086,3972.285,1822.393,266161.78,610.783,4502.91,254166.25,289819.94,19246.45,444.516,18701.123,63894.723,7602.424,3611.132,5544.569,1691.681,4723.133,2177.04,700.821,4303.438
MAN-18,1511514.4,231393.77,267781.06,17447.037,486.632,16326.508,59429.383,5935.494,3473.561,4901.646,1207.974,1959.59,1532.208,22916.854,3964.693,1696.442,243273.22,621.429,3969.508,232437.7,264480.9,20751.658,402.726,15995.839,62003.145,6481.193,3867.128,4781.901,1491.726,3991.531,1891.418,623.505,3996.985
MAN-19,1657337.8,259763.19,293056.53,19861.008,300.128,16820.11,59340.13,6938.564,3730.296,5718.925,1588.787,1886.536,1931.733,23131.842,3695.493,1707.616,274000.47,705.74,4445.89,258195.97,294933.0,16454.139,469.565,16583.52,60418.3,7755.018,4155.665,5964.952,1838.756,4493.648,2071.296,745.043,4636.011
MAN-2,1559805.2,255184.98,279725.72,17275.104,205.888,17651.105,61132.445,7062.414,3517.978,5015.123,1479.517,1162.779,1020.327,24007.293,3598.345,1622.473,224405.97,660.492,4175.535,256530.28,279036.97,14869.309,336.742,15910.33,55926.836,7417.892,3849.69,4991.058,1533.928,3756.484,2012.976,711.704,4017.427
MAN-20,1592277.2,255881.1,282842.22,21671.277,417.93,15926.354,56714.55,6632.14,3718.07,5455.647,1506.96,1600.392,1726.205,25745.713,4069.764,1645.367,241816.69,689.075,4425.402,257233.28,282741.97,17000.582,385.888,15711.127,56596.973,7094.434,4338.806,5550.683,1767.49,4190.48,1991.871,682.014,4506.818
MAN-21,1528299.5,244449.78,270300.0,19379.863,337.0,15824.333,54516.176,7068.788,3456.659,5438.798,1554.281,1194.68,1541.778,22452.32,3941.644,1835.866,245969.11,618.501,4350.578,240606.19,270840.03,18701.549,233.401,14102.261,51188.977,7259.63,3440.424,5170.821,1664.419,4051.725,2049.183,616.688,4144.002
MAN-22,1628997.9,258190.23,293720.97,23321.273,295.077,17955.434,59332.69,7426.688,3713.34,5320.344,1427.348,1544.229,1596.283,24545.912,3710.707,1625.798,241699.81,620.128,4593.251,256382.38,291032.84,21887.83,387.241,17154.309,60424.734,7663.467,4508.794,5458.344,1854.416,4135.006,2099.218,667.772,4702.181
