subject,total intracranial,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,csf,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
MAN-0,1565607.5,258088.34,280092.56,13516.561,280.943,20221.621,63943.31,7537.348,3402.945,5241.277,1617.033,1023.618,1661.242,26777.719,4113.073,1710.713,212169.89,628.228,4741.628,255809.02,277271.75,13955.918,254.451,19467.658,62152.457,7859.546,3927.045,5254.508,1809.305,3873.283,2039.252,654.749,4510.614
MAN-1,1523016.5,255286.05,275169.38,15681.104,364.209,17199.916,58839.914,7296.554,3759.912,5302.119,1524.891,937.14,1057.354,24197.871,4488.375,1878.333,205473.23,690.882,4722.64,249766.39,272320.8,12139.831,207.223,16330.474,57544.74,7509.15,4225.7,5718.524,1792.391,4110.708,2123.622,783.422,4573.616
MAN-10,1535814.5,243184.9,280058.06,14604.747,426.738,18681.371,63096.08,7559.752,3846.764,5543.308,1603.683,1310.124,1015.824,23729.357,4682.919,1936.937,204667.7,641.91,4601.411,249263.25,280748.28,12024.648,262.924,17716.098,63107.01,8143.02,4475.03,5880.256,1877.051,3850.436,1996.662,657.85,4620.523
MAN-11,1610642.2,265868.44,289814.22,17487.652,387.271,18578.545,67135.29,7545.576,3941.408,5310.408,1644.352,1103.738,1742.785,25341.484,4333.648,1868.474,211927.92,716.445,4561.005,262597.6,289276.2,14394.596,377.998,18384.35,64743.88,8039.505,4244.32,5657.216,1857.494,4318.765,2134.266,626.554,4680.916
MAN-12,1577548.0,258568.55,285946.75,12232.605,225.304,18231.68,66062.92,8084.544,3695.345,5007.326,1419.057,1074.967,1458.302,25197.57,4029.23,1697.847,208895.81,705.094,4488.288,259704.22,286140.94,13492.725,252.105,17640.105,63687.695,7727.052,3995.082,4914.477,1616.849,4126.157,1943.375,785.702,4500.249
MAN-13,1584029.0,257643.84,282461.66,14761.308,263.289,19152.936,66636.664,7511.792,3861.12,5274.731,1534.127,985.533,2644.19,25458.146,3835.546,1662.129,212402.73,649.814,4673.924,260613.95,288037.8,12449.133,281.239,18171.377,62091.242,7706.044,4234.536,5629.72,1819.275,4381.61,1918.059,651.525,4630.061
MAN-14,1542020.1,247393.1,274658.4,11029.035,318.806,17566.516,66828.836,7583.843,3720.762,5456.892,1459.559,823.889,1610.362,24497.588,3898.177,1732.412,227976.25,728.469,4441.175,246155.97,279088.72,14055.931,262.105,15403.453,56246.24,8091.694,3912.006,4836.957,1665.398,3717.809,1801.683,698.631,4359.377
MAN-15,1550830.2,248010.52,273596.78,13051.791,371.302,18327.682,64389.24,7831.045,3708.721,5377.63,1512.984,1183.122,1492.223,24101.055,4840.639,1900.278,224940.25,613.178,4941.309,250073.55,277152.1,12124.834,409.904,17645.762,62257.96,7932.535,4027.229,5443.009,1818.385,4377.596,1971.271,720.353,4685.99
MAN-16,1474661.2,246195.7,263289.12,13080.537,344.652,16872.848,63514.266,7249.148,3546.85,5061.95,1460.704,926.072,2177.29,23362.441,4280.702,1803.153,183452.55,658.104,4514.518,246234.05,265841.0,12146.268,209.413,15700.923,63539.996,7295.47,3988.331,5218.4,1792.954,3946.316,2112.482,707.58,4137.276
MAN-17,1553895.5,255611.66,279132.47,13229.509,402.811,16980.441,60159.473,7725.658,4199.158,5717.957,1670.273,755.171,1657.018,24167.182,4246.03,1869.91,219913.33,702.62,4804.993,250146.77,278659.47,11390.669,299.34,17487.12,62369.957,7351.314,4415.26,5501.075,1899.966,4008.642,1931.148,701.404,4787.854
MAN-18,1508761.1,239657.66,272478.94,16044.687,394.488,16030.647,60458.58,7417.958,3497.269,5426.02,1538.447,1057.833,1433.697,24237.188,4244.702,1876.745,214049.89,690.509,4569.748,241304.86,273280.1,11669.377,311.22,15978.615,61822.633,7421.63,3794.298,5213.862,1583.023,4183.516,2081.411,639.188,4372.479
MAN-19,1518134.5,242932.94,263134.84,16411.615,470.094,17131.81,66350.31,7485.566,3829.616,5630.806,1603.318,1364.628,1484.227,23220.99,4483.094,1893.58,220219.69,656.68,4656.132,243302.2,270596.22,11379.903,258.361,15552.916,63987.496,7485.808,4189.697,5356.762,1731.154,4117.843,2061.355,719.946,4434.904
MAN-2,1593930.4,267424.75,277705.38,10302.838,355.732,18877.1,64285.887,8493.073,4112.77,5627.846,1597.083,800.308,1068.184,27154.064,4470.751,1826.48,218354.16,702.127,5054.312,270086.66,282366.2,13196.017,428.892,17873.227,59337.15,8367.434,4465.066,5688.903,1862.415,4528.842,2048.457,658.95,4809.305
