subject,total intracranial,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,csf,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
MAN-0,1379360.0,211201.48,249532.88,5712.15,327.965,15057.809,60341.58,6874.913,3683.212,5231.06,1353.907,749.546,997.637,22322.756,4282.905,1771.852,230929.81,638.746,4271.046,205509.36,247992.42,6218.809,313.798,13624.542,52551.984,7148.06,3796.19,5064.868,1392.324,3783.016,1883.283,661.733,4138.256
MAN-1,1389316.0,215059.94,247969.89,7698.504,299.387,15955.009,57042.125,6558.03,3725.904,5137.482,1439.84,893.433,1794.579,23907.771,4356.879,1637.66,224382.1,679.616,4229.708,213154.12,248329.22,6172.175,361.704,15153.577,55389.207,6748.257,3675.678,5015.374,1482.244,4206.644,2088.122,717.37,4054.438
MAN-10,1371882.0,210674.58,237913.45,4367.267,264.961,16617.48,55422.027,7417.006,3169.423,4572.498,1293.36,879.322,1197.531,24817.26,3441.722,1570.121,234556.1,577.34,4033.878,213219.02,244283.38,6275.549,394.153,15086.974,53589.688,7070.046,3500.854,4348.128,1299.903,3663.459,1632.515,698.745,4034.3
MAN-11,1481197.0,229340.56,258663.44,9023.38,357.915,18245.822,63970.965,7625.484,3743.845,5260.949,1478.766,1159.767,2035.995,25212.465,4196.228,1741.482,229620.52,652.244,4471.78,234081.88,267243.44,8550.579,608.719,16809.928,57427.633,7459.815,3885.66,5293.255,1604.02,4457.328,1991.078,697.577,4284.514
MAN-12,1410595.2,210900.58,253583.52,7924.098,314.394,16126.341,60015.656,6556.282,3329.916,5084.629,1341.354,1095.027,1345.176,23779.668,4381.166,1785.927,238798.67,568.727,4202.043,210355.7,252111.34,5922.292,261.109,15095.216,57754.996,6818.782,3826.352,4975.0,1550.322,3849.618,1996.031,753.583,4191.784
MAN-13,1476467.0,228527.92,263562.88,5466.858,341.325,17154.486,62404.28,7296.771,3722.972,5650.814,1647.615,743.387,1695.908,25042.973,4541.507,1974.494,247392.98,723.098,4589.892,224921.17,259208.22,5040.868,283.535,16506.273,57877.66,7419.141,3818.436,5425.262,1709.434,4407.928,2075.47,770.954,4522.482
MAN-14,1400359.5,220900.19,245972.7,8330.131,286.037,17853.273,61634.957,7119.664,3749.456,4702.228,1445.149,780.107,1424.321,24719.238,3865.393,1535.979,223035.11,614.501,4401.662,214809.56,242547.02,7374.634,250.157,18167.28,57075.223,7160.344,3964.85,4937.232,1632.94,3658.254,1651.103,731.778,4029.093
MAN-15,1484788.8,225741.88,258368.8,5740.052,328.365,17402.256,62601.61,7434.242,3675.084,5544.318,1461.777,841.124,1453.376,23835.102,4379.15,1817.4,262773.9,727.171,4493.554,222611.6,256979.31,6229.966,399.701,17048.254,63193.53,7627.05,3955.408,4884.696,1570.305,4386.631,1968.209,844.67,4470.332
MAN-16,1436782.8,227228.31,255588.28,4870.42,328.442,13825.623,49673.74,7637.89,4026.326,5473.339,1488.722,840.919,1440.721,23093.148,4257.85,1722.012,248446.39,667.684,4203.951,224087.66,257066.62,5805.38,412.843,12827.278,52835.633,7222.812,3879.61,5089.494,1566.162,4224.576,2042.289,752.559,4156.095
MAN-17,1482143.2,226253.84,264959.94,7854.066,305.361,16874.406,62518.504,7122.723,3651.745,5874.123,1538.034,907.311,1276.089,24485.121,4342.361,1873.25,237932.2,696.641,4469.219,228756.6,265259.84,6466.712,259.204,16788.01,62162.242,7367.368,4031.427,5375.746,1659.684,3925.011,2049.883,763.116,4343.456
MAN-18,1437919.8,226432.06,264837.8,7931.074,396.261,15113.813,59902.64,7260.461,3735.569,5231.92,1341.095,914.823,1225.914,21354.783,4382.754,1799.534,236061.3,669.322,4149.35,216557.89,257089.27,5295.233,494.749,13714.467,53510.28,7314.878,3648.869,5076.626,1523.517,4189.66,1915.45,699.221,4149.113
MAN-19,1505956.5,234628.36,261881.33,8138.458,303.482,17524.361,65842.555,7144.998,3420.544,5139.721,1354.06,1369.14,1561.911,24316.69,3822.895,1766.622,245266.22,653.398,4459.912,232182.8,265838.72,8658.367,372.75,15887.622,65709.52,7391.938,3451.432,4838.892,1519.043,4343.29,2070.025,658.501,4439.023
MAN-2,1385250.1,211150.97,247538.11,5400.948,318.722,14879.69,53522.363,7176.602,3466.299,4937.031,1312.263,913.951,1229.872,21790.748,4193.958,1628.462,236990.38,568.606,4078.654,211252.16,251139.8,6334.728,311.828,14834.324,53620.68,6495.558,3642.337,4655.835,1371.594,3944.1,2048.313,650.585,3850.682
MAN-20,1388514.8,211077.52,237494.45,5515.308,392.047,17721.105,64167.902,7373.762,3905.27,5416.072,1583.429,1002.665,1426.792,25299.662,4273.854,1862.821,238039.45,694.829,4541.731,207180.4,241410.1,5202.762,223.709,15487.361,59837.375,6932.134,3820.018,5123.418,1531.07,3453.225,1773.802,662.452,4088.078
MAN-21,1389927.0,207861.64,238949.42,8424.518,333.887,16622.84,60713.37,6725.696,3595.698,4879.698,1359.876,811.439,1088.082,23413.934,4180.064,1611.664,235155.22,681.584,3819.827,211346.4,244949.34,8258.467,366.772,15834.924,62045.203,6672.817,3974.817,4693.433,1511.703,3706.932,1829.336,671.918,3836.469
MAN-22,1453329.4,223797.42,252862.36,8178.704,326.82,14990.733,56381.9,7548.128,3929.112,5579.15,1425.312,881.598,1830.698,20662.727,4362.463,1991.878,243545.56,693.334,4488.961,229798.66,259988.98,9196.796,277.089,14906.711,55174.914,7870.943,4558.769,5478.866,1699.46,4053.851,1932.68,730.654,4184.166
MAN-23,1431250.0,226767.22,258385.6,6657.738,251.29,16497.125,58302.203,6812.991,3595.559,4634.395,1328.746,745.836,1271.199,22155.824,4078.049,1544.297,224652.53,672.81,4267.225,223146.97,259553.66,7027.757,431.329,15158.391,55343.94,7158.574,3762.214,4672.118,1507.534,4017.088,1922.736,768.216,4158.896
MAN-24,1383075.2,202348.11,236208.8,6184.904,281.796,17149.35,61979.605,6640.128,3721.786,4767.422,1334.268,837.332,1693.053,25031.64,3983.241,1652.808,245739.98,625.905,4406.472,205203.77,239993.48,7735.305,458.362,15704.812,61628.473,6986.96,3767.403,4946.61,1564.129,3711.732,1800.185,694.216,4293.292
MAN-25,1415483.2,223830.45,249513.33,6565.305,308.779,16774.947,61191.95,7608.458,3394.373,5170.275,1428.677,705.765,1353.019,23667.93,4182.546,1791.218,231433.58,662.666,4462.83,214873.34,246132.39,4585.748,387.954,16359.124,59788.99,7633.554,4110.252,5043.03,1560.875,4016.791,1680.919,745.45,4518.85
MAN-26,1408880.0,215725.05,244843.34,4202.082,196.125,17431.303,57694.5,7033.163,3566.679,5041.272,1392.173,924.525,1289.601,25125.729,4010.687,1582.787,242237.19,662.707,4440.456,216187.47,250967.84,5765.823,332.964,15124.724,56526.85,6934.944,3454.719,4648.336,1290.508,3809.249,1638.417,614.813,4183.99
MAN-27,1454069.9,227058.9,257483.25,6850.981,287.215,16786.12,59022.41,6979.161,3684.607,5127.771,1378.325,766.212,1164.541,23022.166,3605.37,1567.94,244191.98,673.556,4138.543,225024.16,259970.25,5576.864,309.068,15073.403,55800.64,7324.934,3616.386,5087.404,1532.473,3975.525,1924.385,739.388,4325.906
MAN-28,1397455.0,221829.61,248894.47,7220.458,230.733,15445.369,56160.324,6937.684,3945.519,4974.454,1416.259,730.829,1200.902,23508.842,3769.18,1619.373,222653.75,633.281,4239.412,218816.02,247472.98,7556.483,198.396,15366.797,54442.668,6980.03,4115.645,5119.886,1542.861,3807.246,1823.67,682.656,4119.167
MAN-29,1408928.0,217722.02,253737.53,4468.712,340.866,15055.795,57892.31,7218.874,4013.224,5261.0,1338.923,654.193,1272.438,21517.19,4050.634,1716.511,240716.06,689.653,4267.043,212041.33,249345.19,5283.602,264.218,13990.641,58565.688,7411.936,3630.693,4901.553,1459.56,3658.839,1709.2,713.592,4018.952
MAN-3,1530546.8,233791.05,262402.7,8121.782,255.551,18145.213,67351.61,7854.866,3790.136,4615.435,1373.706,956.54,1859.118,26288.426,3871.616,1542.357,251855.98,579.272,4612.044,239868.23,274643.3,6922.259,307.565,17512.354,63747.188,7162.388,4203.366,4619.394,1508.632,3729.211,1847.704,649.194,4558.535
MAN-4,1425336.5,212809.42,245582.58,5957.342,283.136,16037.035,64170.21,7404.886,3883.003,5039.846,1436.073,953.344,2412.81,24436.902,4300.317,1614.16,244451.2,724.11,4551.358,215583.89,247797.5,7330.83,286.78,15662.286,62263.406,7472.449,4408.558,5336.434,1625.663,4075.51,2019.118,807.144,4619.274
MAN-5,1403428.9,209134.06,243097.66,6210.228,309.834,15700.629,61480.22,7094.622,3697.498,5529.094,1421.48,706.608,1180.766,24287.275,4361.709,1727.672,249847.72,710.962,4439.398,209943.94,245469.81,6315.634,281.11,14734.388,56805.164,6867.089,4003.526,5623.392,1654.476,3987.946,1874.897,780.776,4149.21
MAN-6,1397121.9,214451.11,243426.64,4520.75,334.197,15383.221,59038.54,7015.086,3844.574,5065.908,1449.476,811.128,1623.262,21764.264,3643.308,1674.367,239494.7,707.915,4272.847,215897.22,247473.19,6085.582,276.923,14199.122,56411.78,7586.406,4000.686,4879.636,1533.614,3488.534,1846.487,728.751,4192.648
MAN-7,1414999.5,216728.72,249242.08,4725.982,262.728,16859.4,61853.914,6917.852,3292.328,4999.051,1438.311,832.682,1982.993,25606.404,3639.631,1564.626,234236.61,616.912,4245.636,213343.31,248357.98,4504.03,359.934,16486.24,65089.066,7100.442,3196.574,5165.728,1553.398,3893.758,1994.675,713.584,4194.921
MAN-8,1410107.5,210443.22,249336.14,6470.912,279.277,17961.736,61337.18,6722.124,3395.008,5126.718,1374.07,993.481,1394.114,26081.217,4484.805,1743.84,228488.11,638.52,4547.054,216009.2,253038.12,6536.38,349.483,16660.525,57650.734,6934.475,3982.491,5164.2,1583.816,4166.454,2020.349,718.509,4475.302
MAN-9,1435036.5,230557.9,248117.4,6532.672,325.674,15536.803,53349.055,7122.436,4012.099,5019.016,1466.084,718.528,868.189,23481.24,3937.652,1841.843,235016.34,720.24,4486.455,229087.78,254543.17,7273.76,337.157,15732.68,55705.684,7220.942,4141.326,5014.302,1666.314,3947.404,2168.44,758.974,4329.022
WOMAN-0,1365059.5,208978.11,245779.95,4520.87,324.981,15067.107,60186.78,6843.204,3414.536,4970.288,1358.175,714.785,959.435,22305.047,4089.465,1776.122,235249.86,651.526,4281.068,203114.39,243178.58,5146.606,316.375,13576.062,50864.47,7088.177,3624.631,4911.902,1444.685,3700.162,1904.255,703.058,4014.838
WOMAN-1,1373816.1,213867.53,244647.3,6926.393,311.367,15481.753,56679.99,6548.172,3646.572,5122.278,1374.433,896.948,1620.357,23150.543,4193.075,1636.736,224942.39,628.709,4109.983,211929.53,244267.88,5570.695,379.289,14742.21,53647.305,6609.655,3458.295,4897.755,1455.255,4188.108,2204.862,653.835,4026.881
WOMAN-10,1330512.9,207222.64,231541.73,3205.704,239.18,16603.943,52007.836,7060.134,2424.309,4177.278,1219.816,877.335,1255.768,25916.482,3455.739,1552.522,229859.62,610.813,4128.614,206302.27,233178.61,4892.51,427.331,15255.72,51476.88,6535.666,3098.908,4449.352,1375.39,3667.726,1767.715,711.591,4013.66
WOMAN-11,1428735.9,217861.89,248506.42,7314.432,356.373,18259.807,61992.64,6900.516,3623.822,5055.208,1271.049,1018.536,2113.275,25703.518,3856.193,1563.603,231212.39,631.301,4183.917,223224.48,254844.78,6806.28,452.654,16435.156,58232.2,6979.341,3592.156,4940.929,1435.055,3946.052,1777.204,656.827,3987.922
WOMAN-12,1338252.5,200238.78,239342.47,7351.806,237.628,14723.475,55175.312,6026.094,2857.552,4369.424,1142.729,1272.414,1388.046,22521.88,3362.955,1508.027,234563.84,492.24,3708.368,199048.6,239391.45,5541.042,322.626,14017.669,53840.59,6095.006,3545.302,4618.005,1361.097,3722.515,1884.514,709.336,3871.645
WOMAN-13,1466045.9,228130.34,259798.69,5142.835,337.457,16219.766,60204.098,7065.298,3489.623,5471.913,1604.606,785.039,1694.18,25181.012,4313.142,1940.033,254787.94,751.419,4463.084,223582.66,253428.03,4548.346,305.897,16226.947,58096.664,7013.894,3543.547,5149.596,1617.043,4160.008,2029.441,743.046,4220.284
WOMAN-14,1357159.9,210471.14,234661.4,7139.95,299.711,17455.977,61100.703,6753.53,3265.158,4412.186,1359.129,838.113,1495.755,24599.578,3797.855,1660.821,221006.95,549.004,4156.32,210055.5,235468.86,6323.915,209.294,18142.848,55262.863,6913.888,3741.792,4636.421,1586.641,3485.596,1645.353,692.187,3971.568
WOMAN-15,1451536.9,223037.66,253158.64,4827.96,326.083,16692.293,60738.13,7259.59,3559.967,5004.57,1337.75,732.314,1330.46,24034.207,4280.209,1724.835,259559.55,661.551,4516.072,216633.16,249491.69,5564.454,363.812,16786.133,61595.41,7286.022,3915.718,4546.434,1481.301,4123.894,1899.445,747.211,4320.38
WOMAN-16,1395719.6,218574.88,248368.44,3871.138,322.236,13273.17,49439.65,7093.532,3605.949,5132.132,1339.146,740.76,1534.084,22489.162,3987.159,1909.249,250625.9,680.708,4163.3,215110.38,248793.9,4474.012,379.556,12511.429,50029.465,6801.119,3304.604,5087.596,1453.08,3870.392,1874.648,779.641,4099.182
WOMAN-17,1456734.0,222232.48,263016.28,6922.903,257.199,16451.95,59296.168,6974.555,3353.892,5526.351,1394.081,894.171,1284.065,25065.88,3838.98,1753.01,240388.27,648.807,4277.155,222103.3,259411.75,6256.616,299.077,16168.016,60381.676,7157.494,3688.014,5084.43,1526.465,3998.694,2048.709,718.457,4315.01
WOMAN-18,1411054.0,223078.27,260657.64,6461.989,333.186,14356.934,55302.797,6990.166,3582.366,4967.794,1321.266,857.38,1147.769,20928.684,4077.242,1775.124,237155.95,653.83,4111.211,212573.61,254212.39,4211.091,501.07,13132.751,50949.56,7216.651,3443.616,4831.606,1508.463,3968.422,1892.371,688.641,4164.097
WOMAN-19,1472981.2,230742.27,256550.36,7552.264,299.443,16113.032,61338.027,6929.844,3199.918,4926.766,1285.898,1343.013,1440.312,23942.39,3758.457,1654.341,247107.02,616.729,4266.338,226887.62,260846.77,8137.532,314.01,15189.479,61465.527,6952.118,3085.212,4516.134,1424.123,4261.417,2027.561,626.69,4180.584
WOMAN-2,1376806.5,208913.11,245262.61,4287.598,302.98,14461.175,54460.27,7055.809,3314.142,4802.78,1217.409,907.445,1185.302,21543.264,4045.22,1714.342,242738.39,561.886,4049.163,208994.28,248375.33,5203.082,337.653,14154.9,52958.92,6334.783,3350.618,4309.242,1354.198,3961.523,2159.866,637.853,3851.4
WOMAN-20,1370480.5,209097.7,233954.89,4763.471,358.702,17099.084,62686.234,7168.073,3745.734,5146.143,1331.97,924.01,1398.766,25004.246,4190.954,1927.234,236492.95,665.947,4402.414,206473.42,238091.45,4447.808,260.275,15384.008,58693.0,6614.508,3615.32,4919.604,1484.315,3528.474,1859.874,684.278,4065.727
