subject,total intracranial,left cerebral white matter,left cerebral cortex,left lateral ventricle,left inferior lateral ventricle,left cerebellum white matter,left cerebellum cortex,left thalamus,left caudate,left putamen,left pallidum,3rd ventricle,4th ventricle,brain-stem,left hippocampus,left amygdala,csf,left accumbens area,left ventral DC,right cerebral white matter,right cerebral cortex,right lateral ventricle,right inferior lateral ventricle,right cerebellum white matter,right cerebellum cortex,right thalamus,right caudate,right putamen,right pallidum,right hippocampus,right amygdala,right accumbens area,right ventral DC
MAN-0,1562100.5,244225.6,274242.3,13261.07,237.771,15745.078,55870.34,7116.654,3665.296,5296.634,1401.142,1269.698,1232.683,24201.146,4103.6,1511.791,259308.83,544.325,4360.924,248017.08,280823.6,13354.226,608.084,16297.94,55357.04,6971.986,4028.039,5275.292,1580.134,4655.559,2217.787,597.424,4721.51
MAN-1,1378403.2,203909.03,236725.12,10164.108,352.972,17794.615,62468.023,6601.817,3550.551,4670.51,1325.323,1745.104,2468.022,22999.752,3793.781,1513.838,226975.84,559.218,3880.907,205349.05,238917.52,13554.239,388.207,16676.357,66202.84,6505.01,3652.37,4321.696,1463.935,3781.822,1652.276,648.249,3791.054
MAN-10,1419500.5,215539.73,253124.12,12463.271,376.574,16168.242,60153.957,6491.304,3175.594,4974.266,1345.671,1290.12,1071.706,23186.826,4263.093,1708.143,231569.73,588.124,3998.454,215647.92,253176.84,13169.234,244.352,14219.247,54725.28,6630.694,3474.05,4820.687,1519.472,3967.762,2033.055,630.997,3751.969
MAN-11,1388272.4,204048.39,242306.6,9340.945,236.652,16036.604,52337.605,6321.35,3359.544,4671.973,1164.473,1832.551,1588.553,22276.918,3654.725,1499.235,257601.2,612.65,3952.254,206536.61,243782.94,11312.982,326.028,14637.312,51979.94,6827.078,3472.062,4686.876,1473.021,4015.573,1799.781,592.512,3987.448
MAN-12,1415360.9,212008.4,241390.75,13848.745,409.361,18227.984,65149.543,7356.803,3309.688,5176.118,1456.872,1472.008,2180.906,24564.18,4061.6,1747.495,228650.28,662.509,4371.786,213115.9,245757.64,14217.055,406.208,16356.712,61060.227,7345.933,3719.556,5309.01,1621.256,3694.441,1774.356,665.06,4272.455
MAN-13,1461705.9,215196.94,250688.61,14233.132,378.519,16810.254,56920.42,6309.231,3855.671,5282.536,1349.547,1491.536,1653.378,24141.793,4158.928,1612.351,276579.12,669.674,4303.358,215572.4,251145.5,12675.341,369.555,14860.631,53105.438,6930.624,3805.713,5123.345,1603.201,4139.066,1738.958,663.296,4337.798
MAN-14,1448903.6,220788.22,252534.17,13621.083,505.626,15939.769,59030.883,5613.532,3345.127,4419.917,1145.065,1410.384,1219.214,23531.078,3875.012,1535.264,256767.62,567.154,4102.306,218655.69,250183.42,13816.367,424.737,14482.238,54307.57,7159.824,3498.359,4497.585,1506.384,3739.803,1793.043,598.597,4288.639
MAN-15,1543662.8,230079.98,261764.3,17264.643,434.756,18741.816,67127.086,7589.276,3230.478,5278.165,1503.005,1890.845,2198.455,23611.402,4291.966,1855.298,266999.0,578.665,4659.961,232813.33,266834.97,13241.239,480.933,16529.121,63869.406,7969.314,3827.616,5648.604,1655.94,4425.31,2033.956,598.271,4635.638
MAN-16,1518860.8,231696.52,260939.69,15719.612,483.061,18697.174,60396.4,7561.234,3568.021,5469.694,1579.938,1478.393,2174.938,26034.803,4019.116,1677.489,236433.33,763.497,4357.744,241529.36,271463.47,14826.869,740.871,17590.906,60461.793,7615.322,3699.091,5115.247,1620.676,3793.763,2060.492,711.79,4580.557
MAN-17,1445422.5,213061.03,252454.3,13679.116,300.624,16745.918,61135.035,6146.621,3250.063,4557.99,1191.831,1162.246,1591.217,22359.922,3613.141,1439.339,247806.28,613.341,3962.162,217236.78,256157.53,14142.602,365.412,16030.519,60144.38,6357.185,3487.418,4875.099,1318.961,3823.075,1827.138,694.888,3891.404
MAN-18,1411155.0,213520.22,247180.36,12417.692,274.608,15638.001,54844.234,5952.098,3219.002,4445.482,1053.015,1450.44,1192.459,22270.98,3465.877,1308.255,251964.39,544.722,3695.538,212501.77,249838.03,9429.228,372.686,13907.005,55240.754,5837.364,3667.702,4773.048,1379.663,3637.042,1761.192,648.76,3723.466
MAN-19,1417899.0,215554.75,250503.7,11221.661,296.543,16423.123,57275.99,6576.62,3443.194,5376.8,1434.533,931.699,1676.876,23572.877,3712.407,1547.308,238420.14,623.712,3910.876,217611.16,250597.33,10278.272,452.054,15042.875,54037.09,6845.57,3754.336,4917.728,1611.821,3767.97,1883.711,641.868,3954.409
MAN-2,1385550.2,210113.5,244547.6,13931.853,412.22,15848.615,56151.316,5699.604,2913.002,4394.478,1135.574,1559.941,2253.306,23871.559,3898.836,1475.026,229083.66,548.811,3801.242,215034.19,245882.25,11863.798,317.13,14899.181,52090.13,5662.516,3296.739,4056.272,1179.432,3604.653,1872.683,523.736,3627.428
MAN-20,1464154.9,227685.8,248555.95,13621.181,307.558,17561.035,61133.348,6891.372,3714.261,5459.224,1433.578,1139.92,1280.819,23585.084,3771.16,1508.826,247300.02,616.423,4309.374,226680.72,250982.25,13032.231,392.117,16028.281,58595.887,7348.746,3991.336,5275.351,1645.475,3637.744,1786.818,705.667,4177.339
MAN-21,1488375.5,230725.1,262088.55,11435.253,333.427,15907.271,60457.934,6450.423,3505.275,5204.618,1267.273,1537.962,1448.537,23768.45,4175.766,1739.553,242922.81,637.257,4200.029,231783.3,268150.06,12121.25,273.629,15008.311,57441.21,6386.918,3144.446,4413.466,1312.287,4029.668,1829.988,516.907,4158.486
MAN-22,1447800.8,216223.33,251227.02,8963.459,289.521,17158.549,57676.277,6112.937,3399.208,4820.246,1184.073,1464.316,1556.426,23799.94,4010.159,1630.411,267718.03,565.723,4070.266,213849.64,254329.4,9289.127,311.054,16091.425,56383.938,6411.412,3316.25,4518.682,1382.972,3767.75,1844.158,590.966,3843.955
MAN-23,1483808.0,217175.44,262476.0,15289.847,330.399,16863.053,58691.844,6545.02,3721.718,4539.144,1221.676,1242.882,1568.194,22935.627,4357.864,1533.077,255564.9,595.817,4200.182,222798.38,263287.12,13574.161,232.733,15638.874,61426.09,6972.312,3866.534,4846.763,1485.938,4030.459,2007.836,682.0,4106.102
MAN-24,1418039.0,216071.4,249516.14,12901.878,279.471,16432.816,55008.613,6654.426,3271.206,4953.118,1266.336,1279.62,1653.788,22708.984,3809.795,1632.172,240255.31,599.862,3857.096,215320.95,250873.23,13433.057,276.778,15349.972,55472.477,6573.878,3310.995,4342.705,1386.366,3552.702,1795.696,496.418,3701.616
MAN-25,1425114.4,210908.8,249536.23,12939.428,327.149,14857.672,54386.965,6908.964,3561.104,5308.764,1420.808,1095.527,1367.004,22793.043,3965.296,1693.481,258222.22,667.414,4183.792,207348.9,250154.58,13946.341,277.925,14247.083,57499.688,6699.874,3892.887,4807.653,1509.216,3936.671,1925.947,657.822,4066.146
MAN-26,1524046.5,231094.3,258548.89,13259.507,263.342,17134.258,64800.395,6278.661,3169.199,4370.021,1278.934,1042.341,1142.144,23364.115,4046.258,1503.83,269422.4,620.231,4160.478,230806.1,264422.97,13012.307,418.255,16985.393,66141.19,7220.895,3756.818,4162.507,1518.763,3896.782,1746.826,611.059,3847.318
MAN-27,1533911.2,231425.5,263603.25,16223.074,488.514,17334.623,62737.113,6158.064,3560.29,4951.096,1332.81,2296.042,2278.46,25827.012,3930.246,1699.02,262798.25,692.695,4202.744,232343.61,267484.12,10169.708,355.179,17659.193,65133.246,6768.434,4165.578,5325.246,1784.255,3775.094,2066.716,709.429,4632.657
MAN-28,1466592.5,214610.58,247491.3,14816.584,293.474,15779.36,59983.766,6522.63,3543.64,5080.801,1289.964,1911.008,1622.358,24429.074,4009.114,1550.409,268359.75,671.272,4113.318,219209.48,253274.23,12496.89,336.23,16263.686,59671.78,6686.436,4200.181,5652.555,1580.002,4354.828,1880.49,685.036,4222.318
MAN-29,1497774.8,222525.95,260736.75,14036.929,239.24,18447.674,61764.246,6494.982,3448.534,4825.876,1335.964,1659.748,1453.4,25066.23,3731.668,1488.955,253150.62,655.26,4265.324,226063.92,264482.34,15531.429,316.489,16658.766,62415.457,6379.82,3515.237,5037.919,1549.623,3891.608,1880.292,661.662,4062.776
MAN-3,1528728.2,227950.4,257333.47,16018.561,448.9,18267.203,64610.58,6114.61,3033.945,4818.592,1252.738,1794.233,1530.771,23972.977,3630.919,1512.562,281568.7,608.234,3857.644,228627.02,268282.84,13286.563,376.118,17008.1,56660.69,6767.146,3433.878,4515.052,1426.839,3681.933,1676.048,575.781,4085.25
MAN-4,1459408.6,218381.58,258211.1,11849.01,447.322,14505.581,58464.723,6759.0,3670.068,5552.622,1418.149,1317.736,1104.182,22368.172,4289.586,1729.059,258486.88,612.065,4240.161,212576.48,260269.25,12286.792,428.826,14112.259,57355.523,6944.6,3952.227,5161.249,1588.688,4520.54,2010.757,660.046,4134.37
MAN-5,1396359.4,201537.47,240913.97,13155.518,377.425,15664.825,60573.117,5909.39,2902.79,4731.65,1156.682,1252.724,2177.405,23770.357,3588.255,1607.924,257284.02,610.344,4129.276,198069.5,240235.95,11307.821,240.433,16786.162,62243.098,6163.81,3459.344,4621.418,1528.245,3939.6,1785.312,646.358,3989.198
MAN-6,1481428.1,226637.16,255707.19,12966.5,373.937,15533.169,55918.59,6545.121,3597.013,5260.457,1355.375,1770.91,1520.266,23179.943,4048.404,1643.886,270561.4,547.974,4013.399,226236.5,255016.66,12180.033,350.805,13354.343,55259.215,7001.072,4005.602,4929.764,1502.541,4152.74,1738.937,621.249,3897.992
